epoch;acc;loss;val_acc;val_loss
0;0.9891624352253905;0.05321616108674522;0.9851096460112819;0.12464570599021735
0;0.989129900932312;0.05284093894542904;0.989263195682455;0.050965192900211724
0;0.9788338563791136;0.0837055436085637;0.9800000190734863;0.07451582886278629
0;0.9797685389165525;0.07108346805160429;0.9796250104904175;0.07000258211046458
0;0.9787685513496399;0.09657270650972019;0.9595761620081388;0.6480042659319364
0;0.9793752476854144;0.0840270700600912;0.9700745848508981;0.2175151499418112
0;0.9794741052847642;0.07978078195681938;0.9795918464660645;0.07862979033961892
0;0.9534116070321266;0.00839621478572805;0.9509208581664346;0.2792514372955669
1;0.9541536244479093;0.00756751507630243;0.9463601891811078;0.8193843926799264
2;0.9516181298755707;0.007245533539350817;0.9453777730295122;0.2319153615637043
3;0.9523096237590606;0.007163674812166289;0.9475390882233948;0.16472113718334427
4;0.9575880616106451;0.006763104180043394;0.965418980841623;0.14070563718803927
5;0.9583948101589387;0.006426097364488611;0.9445918302590351;0.216130400485123
6;0.960008307574267;0.006071453072369736;0.9542194900349674;0.21465604512440173
7;0.9598469609882743;0.00601646875872969;0.9480302878934094;0.41537568278801745
8;0.9608841991042071;0.0056133297431397245;0.9542194733932148;0.18106176782707203
9;0.9607689597389915;0.005200516990321205;0.951272237844277;0.20129502851229447
0;0.9607383855011152;0.005402270562784827;0.9491575522856279;0.4252489073710008
0;0.9329374610109532;-28.155478903587827;0.9316222667694092;1.0961116769097068
1;0.9319564904121154;-29.588397000562697;0.9314274573937441;1.0992345015207927
2;0.9319564878621841;-29.623160805931704;0.9318204233449409;1.0929351613732146
3;0.9318181897867173;-29.538946008937245;0.9316239414731322;1.0960848331451416
4;0.9320025855207188;-29.56367710949903;0.9314274573937441;1.0992344909923368
5;0.9319564872247013;-29.185403762654186;0.9314274573937441;1.0992345015207927
6;0.9320025880706502;-29.6625852431843;0.931820414684437;1.0929351647694905
7;0.9319103902036493;-29.351355873964685;0.9312309787483977;1.1023841698964436
8;0.9319564904121154;-30.081136213904397;0.9318204233449409;1.0929351613732146
9;0.9320025842457531;-29.032314137341505;0.9314274573937441;1.0992345015207927
0;0.9317372661569844;-29.867492966029953;0.9326018799435009;1.0804080746390603
1;0.9316976247252998;-30.11212371993851;0.9324543658424826;1.0827728523927576
2;0.9317449920780057;-29.945284539526636;0.932251519315383;1.0860244218040915
3;0.9316502580275903;-29.860516265198424;0.9328600364572862;1.0762697135700898
4;0.931887088241158;-29.49199261508145;0.9316430077833288;1.095779130038093
0;0.03590425531914894;-420.11908153777426;0.036931818181818184;3.365936105901545
1;0.034759358288770054;-434.6012924112738;0.037037036952130134;3.365658279158111
2;0.034759358288770054;-431.07393136253967;0.037037036952130134;3.366143019450696
3;0.03676470590227428;-426.7200697628572;0.03418803418803419;3.3654042777852116
0;0.02925531914893617;-418.26183465186585;0.03409090909090909;3.3682184436104516
0;0.02717391304347826;-436.60799374787706;0.03409090909090909;3.3672005263241855
0;0.025219298245614034;-440.0224170350192;0.033482142857142856;3.3691482714244296
0;0.032939189189189186;-438.79058260531036;0.010416666666666666;3.3711079491509333
0;0.03523936170212766;-440.0595053814827;0.022727272727272728;3.369361704046076
0;0.034722222222222224;-441.44121636284723;0.024305555555555556;3.3690783977508545
0;0.026692708333333332;-425.4512176513672;0.028645833333333332;3.368619521458944
0;0.03289473684210526;-446.9021164743524;0.024305555555555556;3.369741678237915
0;0.028532608695652172;-439.97567549995756;0.02556818181818182;3.3695593530481514
0;0.025815217391304348;-445.9238175101902;0.04261363636363636;3.3681662516160444
0;0.027573529411764705;-432.8991238463159;0.026041666666666668;3.369002322355906
0;0.027712264150943397;-440.3030884940669;0.03125;3.3679072123307447
0;0.0296875;-435.8816772460938;0.025;3.3702436685562134
0;0.028245192307692308;-431.8707967904898;0.028846153846153848;3.3689519808842587
0;0.023295454545454546;-438.5460931951349;0.026442307692307692;3.3683219872988186
0;0.010714285714285714;-423.94869559151783;0.016304347826086956;4.862405051355776
0;0.23170731707317074;-420.9259468636862;0.22977941176470587;4.7695174778209015
0;0.2109375;-438.90695724487307;0.22242647058823528;4.89984935872695
0;0.0166015625;-372.8664426803589;0.02403846153846154;5.060059840862568
0;0.1103515625;-378.553982257843;0.10336538461538461;4.243639322427603
1;0.10187932741335426;-388.2308801637795;0.10361445747226118;4.2475394180022095
2;0.11770524234906149;-386.9315843289731;0.12530120438840014;4.139729376873338
3;0.11473788329861638;-384.23027354013084;0.08915662636239845;4.315622888128441
4;0.10583580614728107;-389.933562507969;0.1108433732067246;4.2441919912774875
5;0.10682492582339326;-393.6270836472629;0.12530120446021298;4.131203309024673
6;0.11374876362987371;-379.1276090869092;0.0963855418814234;4.272735347518002
7;0.11177052424817127;-392.04213514620426;0.1108433732067246;4.243203352732831
8;0.11078140456468957;-391.15303517991543;0.1060240961701037;4.229600407703813
9;0.10583580601462979;-394.7658024004022;0.09638554209686187;4.275294269423887
0;0.011029411764705883;-96.24599355809829;0.004310344827586207;3.581176593385894
1;0.011633317829176901;-97.82624732754628;0.004429678848283499;3.586743245753207
2;0.01209865053513262;-98.96357485104184;0.004429678848283499;3.5875997831127044
3;0.011167985109353188;-97.47972681534573;0.004429678848283499;3.5815925888576907
4;0.010702652396463471;-96.85566401492723;0.0033222591362126247;3.584462146030312
5;0.010702652396463471;-96.08162196085252;0.0033222591362126247;3.587884405258618
6;0.011167985109353188;-100.73754207030625;0.005537098560354375;3.5924995143548197
7;0.013029315960912053;-99.5428619100749;0.0033222591362126247;3.5698390849272936
8;0.011167985109353188;-96.15772284591625;0.004429678848283499;3.5749308474172126
9;0.009771986970684038;-97.5376601682923;0.006644518272425249;3.5748544349226843
0;0.008395522388059701;-96.75953617380627;0.012276785714285714;3.568402963025229
1;0.008482563619227144;-95.28348126353013;0.01233183856502242;3.556566451162501
2;0.007540056550424128;-97.75197386314687;0.011210762331838564;3.579536877405483
3;0.009425070695052384;-96.0380693915652;0.011210762331838564;3.5651769445616033
4;0.008011310084825637;-98.66033668050667;0.01457399113162216;3.550762156199981
5;0.00706880301602262;-96.42809854376215;0.011210762331838564;3.5768615301414455
6;0.009896324222431668;-97.804839541393;0.01233183856502242;3.5684593001823255
7;0.006597549481621112;-96.31523243780973;0.008968609865470852;3.5740064238218983
8;0.010367577756833177;-94.29567788615752;0.01233183856502242;3.5521919460040037
9;0.007540056550424128;-98.03607197149422;0.014573991031390135;3.5732039624800063
0;0.006944444444444444;-94.07053912127459;0.011948529411764705;3.547026381773107
1;0.007009345794392523;-93.76464216285777;0.0110803324099723;3.5446172482639358
2;0.006230529595015576;-94.44921836971865;0.012927054485180592;3.5443363581557903
3;0.007398753894080997;-93.567115177618;0.012003693444136657;3.5370590453442885
4;0.00661993769470405;-94.54083565685237;0.010156971375807941;3.546389118566187
5;0.007009345794392523;-92.82935908427491;0.0110803324099723;3.552605371395967
6;0.007009345794392523;-93.44535751580449;0.012927054478301015;3.54006802518392
7;0.007009345794392523;-95.38873485909815;0.012003693444136657;3.536068306735348
8;0.007009345794392523;-93.03144244612935;0.012003693444136657;3.5576245657074597
9;0.007009345794392523;-95.10895752238336;0.010156971375807941;3.528919334666991
0;0.012867647058823529;-94.83396530151367;0.009943181818181818;3.5432132590900767
1;0.013019218846869188;-94.18131305767893;0.008902077151335312;3.552539857275762
2;0.013019218846869188;-95.17750751757873;0.011869436201780416;3.532431077532669
3;0.012399256044637322;-95.47554690602841;0.008902077151335312;3.5557411955089173
4;0.012399256044637322;-92.34313384953006;0.010385756676557863;3.52807289768751
5;0.010539367637941723;-96.17303377873988;0.011869436201780416;3.5426402007083158
6;0.014879107253564786;-96.081337027127;0.008902077151335312;3.538782554139723
7;0.01425914445133292;-88.94308080040588;0.008902077151335312;3.5494286872512864
8;0.011159330440173589;-99.96415278132629;0.008902077151335312;3.5540665879801403
9;0.013639181649101054;-93.90466182777324;0.011869436201780416;3.529614861711904
0;0.008482142857142856;-92.192535672869;0.00625;3.6215038299560547
1;0.008577878103837472;-92.15820703097445;0.00536480686695279;3.623332768550758
2;0.008126410835214447;-92.43917975501067;0.00536480686695279;3.623061276300782
3;0.008577878103837472;-92.19152543388694;0.0075107296137339056;3.6265549936008044
4;0.008577878103837472;-91.49823956973935;0.0075107296137339056;3.6259565148742414
5;0.008126410835214447;-92.70356606339224;0.00536480686695279;3.6232636455814213
6;0.008126410835214447;-91.2326198741491;0.0075107296137339056;3.6023866465163334
7;0.009932279909706547;-95.2275785700193;0.006437768240343348;3.6228427457195496
8;0.007674943566591422;-90.4328830710383;0.004291845493562232;3.644060270980704
9;0.008577878103837472;-89.85520847225835;0.006437768240343348;3.6064938444947994
0;0.01125;-98.55194152832031;0.005952380952380952;3.608370440346854
1;0.011450381679389313;-97.30989991010904;0.006097560975609756;3.585066039387773
2;0.010178117048346057;-100.87329951861433;0.006097560975609756;3.614898146652594
3;0.01272264631043257;-96.24631836092806;0.004573170731707317;3.6060194911026375
4;0.010814249363867684;-99.71205597312093;0.007621951219512195;3.6019727078879753
5;0.011450381679389313;-98.12541835484008;0.003048780487804878;3.614089622730162
